decision_id,task_id,final_decision,primary_agent,supporting_agents,tools_used,confidence_score,risk_score,governance_status,approval_status,decision_reason,evidence,reversible_flag,recommended_next_action,created_at
decision_00263,task_00263,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 04:23:00
decision_00264,task_00264,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:24:00
decision_00265,task_00265,require_human_approval,finance_agent,governance_agent,query_revenue_anomalies|calculate_margin_impact,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:25:00
decision_00266,task_00266,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 04:26:00
decision_00267,task_00267,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:27:00
decision_00268,task_00268,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 04:28:00
decision_00269,task_00269,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:29:00
decision_00270,task_00270,block,data_quality_agent,governance_agent,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 04:30:00
decision_00271,task_00271,block,reliability_agent,data_quality_agent,,0.83,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 04:31:00
decision_00272,task_00272,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 04:32:00
decision_00273,task_00273,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:33:00
decision_00274,task_00274,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:34:00
decision_00275,task_00275,block,security_agent,governance_agent,,0.88,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 04:35:00
decision_00276,task_00276,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:36:00
decision_00277,task_00277,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:37:00
decision_00278,task_00278,execute_shadow_mode,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.88,51,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 04:38:00
decision_00279,task_00279,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:39:00
decision_00280,task_00280,execute_shadow_mode,supply_chain_agent,finance_agent,check_inventory_risk|simulate_reroute,0.88,57,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic supply_chain enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 04:40:00
decision_00281,task_00281,require_human_approval,healthcare_ops_agent,,validate_claim_documents|check_policy_eligibility,0.88,63,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic healthcare_ops enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:41:00
decision_00282,task_00282,block,data_quality_agent,,,0.88,81,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic data_quality enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 04:42:00
decision_00283,task_00283,block,reliability_agent,data_quality_agent,,0.88,93,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic reliability enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 04:43:00
decision_00284,task_00284,execute_shadow_mode,rag_agent,governance_agent,retrieve_documents|validate_citations,0.88,69,passed,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic rag enterprise workflow requiring governed agent action.,True,continue monitored execution,2026-01-01 04:44:00
decision_00285,task_00285,require_human_approval,metrics_agent,executive_agent,check_metric_definition|compare_metric_versions,0.88,75,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic metrics enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:45:00
decision_00286,task_00286,require_human_approval,governance_agent,,check_access_policy|detect_prompt_injection,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic governance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:46:00
decision_00287,task_00287,block,security_agent,governance_agent,,0.83,87,blocked,not_required,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic security enterprise workflow requiring governed agent action.,False,continue monitored execution,2026-01-01 04:47:00
decision_00288,task_00288,require_human_approval,executive_agent,,generate_executive_briefing|summarize_cross_domain_risk,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic executive enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:48:00
decision_00289,task_00289,require_human_approval,finance_agent,,query_revenue_anomalies|calculate_margin_impact,0.88,93,passed,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic finance enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:49:00
decision_00290,task_00290,require_human_approval,fraud_agent,governance_agent,score_transaction_risk|check_identity_graph,0.83,51,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic fraud enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:50:00
decision_00291,task_00291,require_human_approval,support_agent,fraud_agent,summarize_support_case|recommend_refund,0.83,93,approved_with_controls,queued,Decision selected by confidence-risk gate and tool policy evaluation.,Synthetic support enterprise workflow requiring governed agent action.,False,review approval queue,2026-01-01 04:51:00
